DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsAtCompany,AnnualSalary,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
408,9,4,3,1,1,0,16,4,0,3,2,87360,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
156,12,3,3,0,1,1,15,4,0,3,1,187200,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
1283,23,3,4,1,1,1,16,4,0,3,3,112320,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
755,9,4,3,1,2,1,19,3,0,3,1,201760,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1469,1,2,4,1,1,1,11,2,1,3,5,170560,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
304,9,4,2,1,2,1,16,4,0,3,7,191360,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1261,7,3,2,1,3,1,24,3,0,3,5,64480,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1178,14,2,3,0,2,1,11,3,1,2,7,180960,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
329,2,3,4,0,1,1,13,2,1,3,2,199680,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1362,19,3,1,1,2,0,13,2,0,2,5,139360,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1311,2,3,3,0,4,0,13,3,0,3,5,201760,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1371,10,4,4,0,2,0,12,4,1,4,5,160160,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
202,2,1,3,1,1,1,18,1,1,3,1,149760,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
575,3,1,3,1,1,1,22,3,0,3,6,151840,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
253,11,3,1,0,1,1,13,4,1,3,2,89440,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
164,2,2,2,1,3,1,13,2,2,3,10,126880,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
464,4,3,3,1,1,0,23,3,0,3,1,83200,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1107,14,3,4,0,1,1,12,3,1,2,18,197600,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
759,2,2,4,0,2,1,12,3,2,3,5,95680,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
201,1,4,2,0,1,1,16,2,1,3,5,197600,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1305,10,4,3,1,2,0,12,4,0,2,1,101920,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
982,12,3,1,1,4,1,11,3,1,3,25,122720,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
555,2,3,2,0,2,1,22,2,1,3,1,162240,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
821,5,2,1,1,5,1,11,3,1,2,4,178880,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1381,4,4,3,0,2,1,15,1,1,3,3,149760,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
480,7,2,2,0,2,1,12,2,1,1,13,64480,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
313,21,3,4,1,1,1,20,1,1,3,3,126880,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1473,8,4,3,0,2,0,14,4,0,3,5,153920,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
891,4,2,2,0,2,0,11,2,0,3,5,205920,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1063,25,5,2,0,2,0,15,1,2,3,13,149760,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
329,1,2,4,1,1,1,12,3,1,3,4,203840,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1218,1,1,2,1,5,0,14,3,1,3,21,108160,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
906,6,3,3,0,4,1,11,4,3,2,7,178880,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1082,12,3,2,0,2,1,11,2,0,3,5,172640,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
645,1,3,2,1,3,1,16,3,1,3,10,101920,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1300,17,2,3,1,2,1,12,4,1,3,10,164320,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
688,3,3,1,1,1,1,13,3,1,3,2,189280,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
319,3,3,4,1,3,0,14,3,0,3,5,81120,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
192,10,2,1,1,1,1,21,4,2,2,2,143520,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1490,4,2,4,0,4,1,13,4,0,1,5,62400,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
532,29,2,1,0,2,1,11,2,1,3,5,191360,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
317,2,3,3,0,2,1,20,3,0,3,5,89440,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
422,7,3,1,0,5,1,11,4,0,1,29,85280,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1485,18,3,3,0,2,1,14,3,1,2,10,180960,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1368,28,4,4,0,2,1,11,4,3,4,6,183040,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1448,1,1,1,0,1,0,16,2,0,3,5,128960,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
296,6,2,4,0,1,1,16,4,1,2,2,68640,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1490,2,2,4,1,1,0,23,3,1,3,1,87360,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1398,2,4,3,0,5,1,14,4,0,3,20,164320,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1349,23,3,1,0,1,1,22,2,2,1,3,187200,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1400,3,3,3,1,1,1,15,3,1,1,5,110240,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
986,3,4,2,1,3,1,18,3,0,3,10,193440,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
408,25,5,3,0,1,1,16,2,0,4,2,147680,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
489,2,2,1,1,1,1,12,3,0,4,1,108160,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1398,22,4,3,0,3,1,11,3,0,3,9,143520,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
210,29,3,1,1,4,1,12,3,1,2,1,116480,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1099,29,4,2,1,4,1,15,2,1,3,27,183040,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1116,2,3,3,0,1,1,14,3,0,2,11,101920,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1499,28,3,3,0,3,1,19,4,0,4,18,166400,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
983,2,2,1,0,2,1,13,3,3,3,5,135200,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1009,2,3,1,1,4,1,13,3,0,1,3,106080,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
144,22,3,4,1,1,1,15,3,0,3,5,95680,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
548,8,4,3,0,2,1,11,3,0,3,1,87360,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1303,2,4,4,1,1,1,12,3,1,3,7,128960,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1125,10,3,3,0,3,0,19,3,1,3,3,195520,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1274,9,1,3,1,3,1,25,4,1,4,13,68640,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1277,15,1,2,1,3,0,12,4,0,4,7,116480,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
587,10,1,1,1,1,1,13,1,3,3,4,79040,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
413,7,1,4,1,1,1,14,1,0,3,3,118560,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1276,16,3,4,1,3,0,12,3,0,3,8,149760,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
534,20,3,1,1,3,1,12,1,0,3,1,137280,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
988,23,3,2,0,3,0,15,3,3,3,3,89440,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1474,5,2,2,1,1,1,17,4,1,3,2,201760,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
635,10,4,2,1,3,1,14,4,0,2,10,66560,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1368,4,1,3,1,1,1,16,3,0,3,2,205920,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
163,2,5,2,0,2,1,14,1,1,3,9,76960,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1117,18,5,1,0,4,1,23,4,0,3,10,172640,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
267,10,2,4,1,2,1,14,4,0,3,14,116480,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
619,1,3,2,1,2,1,11,3,0,3,11,176800,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
302,6,3,2,0,4,1,15,3,0,3,20,156000,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
443,8,1,3,0,1,1,11,1,1,3,8,99840,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
828,2,1,2,1,2,0,13,3,0,4,6,160160,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
319,24,3,4,1,3,0,21,4,1,2,10,116480,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
561,2,3,4,1,2,1,19,2,1,4,8,126880,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
426,17,4,2,0,1,0,11,2,1,2,7,120640,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
232,19,3,4,1,2,1,12,2,2,4,3,70720,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
922,1,5,1,0,4,1,19,3,1,3,6,197600,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
688,7,3,3,1,3,1,21,3,1,2,5,91520,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1306,5,3,2,1,1,0,14,4,0,3,0,143520,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1094,28,3,3,1,3,1,15,3,1,3,1,120640,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
509,2,4,1,0,2,0,17,1,0,3,8,128960,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
775,29,2,1,1,2,1,12,1,2,3,0,93600,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
195,1,3,1,0,2,1,16,4,0,3,5,166400,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
258,21,4,4,1,2,1,12,4,0,3,10,153920,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
471,24,3,3,1,1,0,18,2,0,1,1,137280,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
799,1,3,2,0,3,1,17,4,0,4,6,122720,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1034,18,1,1,0,3,1,11,4,0,2,2,178880,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1276,2,5,2,0,4,1,16,2,1,3,18,189280,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
142,9,4,1,1,3,1,13,4,1,3,9,143520,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
956,6,2,4,1,2,0,12,2,2,3,10,162240,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1474,11,4,4,1,2,1,12,4,0,3,4,124800,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
535,24,3,4,1,1,1,13,3,2,3,2,79040,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1495,10,3,3,0,2,1,19,3,1,3,1,158080,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
446,1,4,2,0,2,1,12,2,1,2,6,135200,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1245,18,4,4,1,5,0,17,3,1,3,31,120640,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
691,23,3,2,1,1,0,11,2,2,3,6,185120,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
703,28,2,1,1,2,1,20,4,2,4,5,137280,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
823,17,2,4,1,1,1,21,4,1,3,1,195520,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1246,3,3,1,1,5,1,11,3,1,3,32,205920,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
622,13,1,2,1,1,1,11,3,0,3,7,83200,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1287,7,3,1,0,1,0,16,4,1,3,6,114400,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
448,12,4,2,1,1,1,18,3,1,4,1,153920,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
254,1,2,2,1,1,0,13,4,1,3,6,172640,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1365,13,4,2,1,2,1,17,3,0,1,3,95680,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
538,25,2,1,1,2,1,14,4,0,3,3,112320,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
525,6,4,1,1,2,1,22,4,2,4,7,137280,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
798,6,4,1,0,1,1,12,3,2,2,5,137280,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
558,2,3,4,1,2,0,11,3,1,2,3,156000,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
959,1,3,4,0,1,1,13,4,0,4,1,172640,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
622,2,4,3,0,2,1,13,2,2,3,10,168480,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
782,6,4,2,1,4,0,14,3,1,2,1,104000,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
362,1,1,3,0,1,1,17,4,0,2,0,89440,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1001,9,5,4,1,2,0,13,2,1,3,8,149760,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1236,1,4,4,0,4,1,11,1,1,1,3,83200,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1112,1,4,1,0,2,1,11,2,0,4,2,104000,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
204,14,3,3,0,1,0,18,4,2,3,8,64480,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1420,2,1,3,1,1,1,11,2,1,3,4,176800,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1343,22,1,3,1,1,1,11,3,0,3,3,101920,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1315,3,4,4,1,5,0,12,1,1,4,2,72800,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
604,6,1,1,1,1,1,20,4,0,3,2,143520,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1216,8,4,3,1,2,1,12,4,0,3,5,81120,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
646,9,4,1,0,2,0,12,4,1,2,6,191360,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
160,3,3,3,0,1,1,20,3,1,3,1,147680,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
238,1,1,4,0,2,1,20,4,0,4,14,70720,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1397,1,5,2,1,1,1,12,4,1,2,10,87360,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
306,26,4,1,0,2,1,14,4,2,3,1,208000,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
991,6,3,3,0,1,0,13,3,1,3,3,147680,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
482,3,3,3,1,3,1,15,3,1,3,10,74880,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1176,3,2,2,0,2,1,14,1,1,2,6,128960,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1017,6,4,2,1,2,1,13,2,0,3,17,170560,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1296,6,3,3,1,2,1,23,3,1,1,13,62400,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
397,19,4,3,1,3,1,15,3,1,4,9,183040,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
913,9,2,2,1,2,0,11,3,1,3,3,99840,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1115,3,4,1,1,1,1,13,4,0,3,4,112320,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1362,10,1,4,1,1,0,11,4,0,3,1,66560,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1076,3,3,1,1,1,0,11,1,0,3,10,145600,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
727,3,3,3,1,1,1,18,3,2,3,1,85280,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
885,4,3,1,1,1,1,16,1,1,4,3,120640,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
810,8,3,4,1,2,1,22,3,1,3,3,118560,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
243,7,4,4,0,2,1,20,1,0,3,7,95680,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
806,1,4,2,1,1,1,18,4,1,3,10,158080,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
817,2,1,2,1,2,1,12,4,0,3,2,116480,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1410,3,1,4,0,2,0,20,2,2,3,6,147680,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1225,10,2,4,1,1,1,17,1,0,3,1,166400,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1207,28,1,4,1,1,0,11,3,3,3,20,153920,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1442,9,3,4,0,3,1,14,2,0,4,8,95680,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
693,3,2,1,0,2,1,14,1,0,3,2,135200,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
408,2,4,4,0,2,1,11,1,0,3,20,166400,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
929,10,3,4,1,2,1,12,4,0,2,10,114400,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
562,8,2,2,1,2,0,14,1,1,3,4,104000,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
827,1,4,2,0,2,1,13,3,0,2,9,68640,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
608,1,2,3,0,3,1,11,4,0,3,9,141440,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1018,3,2,3,0,3,1,15,4,0,3,7,81120,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
703,14,4,4,1,2,1,12,4,0,3,7,87360,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
580,5,4,4,1,3,0,21,3,1,3,18,99840,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
970,7,3,3,1,4,1,19,3,0,3,5,122720,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
427,10,4,2,1,5,1,15,2,3,2,21,151840,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1179,16,4,1,1,2,1,14,4,0,3,2,174720,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
294,10,2,4,1,3,1,21,3,2,2,9,66560,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
314,1,3,4,1,5,1,12,2,1,3,22,122720,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
316,8,4,4,1,1,1,15,4,1,3,2,112320,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
654,1,2,1,0,1,0,13,4,0,3,7,139360,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
427,8,3,1,0,3,1,14,1,1,3,8,131040,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
168,1,3,3,0,3,0,14,4,0,4,1,168480,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
381,24,3,1,1,1,1,14,3,0,3,5,101920,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
217,3,3,4,0,4,0,12,4,2,2,22,101920,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
501,27,5,3,1,2,1,23,4,1,2,8,205920,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1396,10,3,3,1,1,1,11,3,0,3,1,205920,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
933,19,3,3,1,1,0,12,4,0,3,2,118560,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
775,15,3,4,1,2,1,18,3,1,3,2,97760,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
970,8,2,2,0,2,1,11,4,0,3,5,199680,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
650,9,1,2,1,1,1,14,4,1,4,4,76960,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
141,3,3,3,0,2,1,15,3,1,1,8,91520,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
832,9,3,3,1,4,1,11,3,0,2,10,168480,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
804,2,1,4,0,1,0,20,4,0,2,4,178880,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
975,7,3,4,0,2,1,19,1,0,1,7,114400,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1090,10,3,4,1,1,1,14,4,2,3,2,172640,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
346,6,3,4,1,2,1,17,4,0,3,2,178880,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1225,2,4,4,0,2,1,11,1,1,4,1,126880,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
430,24,4,1,1,2,1,15,4,2,3,10,166400,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
268,2,5,4,1,1,0,13,2,1,1,1,191360,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
167,8,5,2,0,2,1,14,3,1,3,0,66560,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
621,3,4,3,1,4,1,11,1,0,4,34,64480,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
527,1,4,4,1,1,0,13,3,0,2,10,131040,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
883,26,1,3,0,2,1,23,2,0,2,6,66560,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
954,2,2,2,1,2,1,13,1,0,3,8,95680,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
310,10,1,1,1,1,1,18,4,0,3,2,164320,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
719,27,2,2,0,2,0,12,4,0,3,5,160160,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
304,2,3,4,1,2,1,22,3,0,3,6,124800,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
725,2,3,4,1,5,0,13,4,1,3,5,162240,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1434,8,4,1,1,3,1,15,2,0,3,10,158080,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
715,19,4,4,1,1,1,18,1,1,3,4,85280,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
575,1,2,1,0,1,1,14,1,1,3,2,147680,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
657,27,3,2,0,2,1,12,1,1,2,8,137280,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1146,8,3,4,1,2,1,17,3,0,2,4,79040,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
182,1,4,2,0,1,1,16,3,0,3,4,149760,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
376,19,4,4,0,2,0,11,2,2,3,5,197600,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
829,8,1,3,1,2,1,19,2,1,3,4,174720,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
571,10,1,4,0,1,0,13,2,2,2,5,170560,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
240,2,4,1,0,2,0,12,4,0,3,15,156000,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
121,2,4,3,0,1,1,11,3,0,3,6,178880,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
384,8,4,1,0,1,1,16,2,1,2,3,149760,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
921,1,3,4,1,1,1,21,3,2,3,2,79040,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
791,2,2,3,0,2,1,24,4,1,3,8,79040,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1111,8,2,3,0,2,1,17,2,1,3,3,193440,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
570,8,3,2,1,5,1,13,2,1,2,24,137280,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1243,6,3,3,1,1,0,21,3,2,3,0,131040,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1092,9,3,3,1,1,1,11,3,3,3,1,124800,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1325,11,4,4,0,2,1,20,2,1,3,5,170560,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
691,2,3,3,1,4,1,16,4,0,3,4,133120,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
805,1,2,2,0,1,0,11,4,1,3,1,74880,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
213,7,3,3,1,3,1,11,4,0,4,13,101920,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
118,16,3,1,0,2,1,15,3,0,3,3,143520,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
